0.0	33
0.0	9
0.0	16
0.342857143	21
0.685714286	24
1.028571429	28
1.371428571	33
1.371428571	7
1.714285714	31
1.714285714	35
2.057142857	33
2.057142857	36
2.057142857	5
4.114285714	31
4.114285714	7
4.114285714	14
4.457142857	19
4.8	23
5.142857143	26
5.485714286	31
5.485714286	5
5.828571429	29
5.828571429	33
6.171428571	31
6.171428571	35
6.171428571	4
8.228571429	28
8.228571429	5
8.571428571	12
8.914285714	28
8.914285714	19
9.257142857	17
9.6	28
9.6	21
9.942857143	23
10.28571429	28
10.28571429	17
10.28571429	21
10.28571429	24
10.97142857	26
12.0	31
12.34285714	23
12.34285714	4
12.68571429	11
13.02857143	16
13.37142857	18
13.71428571	19
14.05714286	23
14.4	28
16.45714286	33
16.45714286	2
16.8	9
17.14285714	33
17.14285714	16
17.48571429	14
17.82857143	33
17.82857143	17
18.17142857	19
18.51428571	33
18.51428571	14
18.51428571	17
18.51428571	21
19.2	31
20.22857143	36
20.57142857	29
20.57142857	10
20.91428571	5
21.25714286	10
21.6	12
21.94285714	14
22.28571429	17
22.62857143	22
22.97142857	17
23.31428571	22
23.65714286	24
24.0	26
24.34285714	29
24.68571429	12
24.68571429	21
24.68571429	9
25.02857143	4
25.37142857	9
25.71428571	11
25.71428571	16
25.71428571	11
26.05714286	12
26.05714286	21
26.05714286	12
26.4	14
26.4	23
26.4	14
26.74285714	16
26.74285714	24
26.74285714	5
27.08571429	12
27.42857143	23
27.77142857	11
28.11428571	21
28.11428571	9
28.45714286	5
28.8	11
28.8	19
28.8	7
29.14285714	2
29.48571429	7
29.82857143	12
29.82857143	21
29.82857143	9
30.17142857	11
30.17142857	17
30.17142857	19
30.17142857	14
30.51428571	5
30.85714286	12
30.85714286	16
30.85714286	0
31.2	7
31.54285714	0
31.88571429	2
32.22857143	4
32.57142857	7
32.91428571	12
32.91428571	21
32.91428571	9
33.25714286	4
33.6	9
33.94285714	11
33.94285714	16
33.94285714	11
34.28571429	12
34.28571429	21
34.28571429	12
34.62857143	14
34.62857143	23
34.62857143	14
34.97142857	16
34.97142857	24
34.97142857	5
35.31428571	12
35.65714286	23
36.0	11
36.34285714	24
36.34285714	9
36.68571429	5
37.02857143	14
37.02857143	26
37.02857143	7
37.37142857	2
37.71428571	7
38.05714286	12
38.05714286	24
38.05714286	9
38.4	14
38.4	23
38.4	26
38.4	11
38.74285714	5
39.08571429	16
39.08571429	24
39.08571429	28
39.08571429	0
39.42857143	7
39.77142857	0
40.11428571	2
40.45714286	4
40.8	7
41.14285714	12
41.14285714	21
41.14285714	9
41.48571429	4
41.82857143	9
42.17142857	11
42.17142857	16
42.17142857	11
42.51428571	12
42.51428571	21
42.51428571	12
42.85714286	14
42.85714286	23
42.85714286	14
43.2	16
43.2	24
43.2	5
43.54285714	12
43.88571429	23
44.22857143	11
44.57142857	21
44.57142857	9
44.91428571	5
45.25714286	11
45.25714286	19
45.25714286	7
45.6	2
45.94285714	7
46.28571429	12
46.28571429	21
46.28571429	9
46.62857143	11
46.62857143	17
46.62857143	19
46.62857143	14
46.97142857	5
47.31428571	12
47.31428571	16
